loss_train,loss_valid,acc_train,acc_valid
0.4001962749004364,0.45995795726776123,0.9037273526191711,0.9424464106559753
0.1669802034854889,0.552800178527832,0.953367292881012,0.9445826411247253
0.1554608831048012,0.733752965927124,0.9565495848655701,0.9486732482910156
0.14926718084812166,0.7893157601356506,0.9577387571334839,0.9505411982536316
0.14002872805595398,0.6717048287391663,0.9594767689704895,0.9503555297851562
0.13616332316398622,0.6101273894309998,0.95967698097229,0.9524866938591003
0.12711393845081329,0.5584377646446228,0.9617295861244202,0.9525553584098816
0.12335531282424926,0.5421494245529175,0.9622556567192078,0.9535420536994934
0.11803046708106994,0.6226043105125427,0.9631277322769165,0.9492454528808594
0.15218345308303832,0.5071806311607361,0.9529533982276917,0.949255645275116
0.13429282393455505,0.5337718725204468,0.9596403241157532,0.9507980346679688
0.11891118817329406,0.4941518306732178,0.9631252884864807,0.951086699962616
0.11044597573280335,0.5657032132148743,0.9644761681556702,0.9487940669059753
0.10665382342338563,0.4883129596710205,0.9649145603179932,0.9566180109977722
0.09901248462200164,0.5337728261947632,0.9661607146263123,0.9514350891113281
0.0954169570684433,0.5280470848083496,0.9662144780158997,0.9308827519416809
0.09108575879335404,0.5223888158798218,0.96681809425354,0.9539934992790222
0.08583905322551727,0.5298903584480286,0.9678956866264343,0.9527270197868347
0.08430553033351898,0.5288612246513367,0.968016505241394,0.9516766667366028
0.0803073855638504,0.5540798306465149,0.9692080020904541,0.9582354426383972
0.07785632659196853,0.5944005846977234,0.9700493216514587,0.9507904052734375
0.07415097296237945,0.6676587462425232,0.9714238047599792,0.9436480402946472
0.06926158329248429,0.7217711806297302,0.9731371998786926,0.9574368596076965
0.06470303965806962,0.731174886226654,0.9748715758323669,0.9514198303222656
0.06513833537101746,0.7208972573280334,0.9751218557357788,0.9465713500976562
0.06143263480067253,0.7642006874084473,0.9763203263282776,0.9568608403205872
0.05980864988565445,0.7783474326133728,0.976952314376831,0.9581095576286316
0.057519295924901966,0.7867465019226074,0.9777995347976685,0.9615376591682434
0.0538251932322979,0.7805251479148865,0.9789575934410095,0.9581858515739441
0.05443829873204231,0.6919763088226318,0.978905200958252,0.9672076106071472
0.05218694509267807,0.7659924626350403,0.9797494411468506,0.9597943425178528
0.05146390815973282,0.7981591820716858,0.9800757765769958,0.9625193476676941
0.050927452754974366,0.7221210598945618,0.9804540276527405,0.965057373046875
0.0478014500439167,0.7500619888305664,0.9813775420188904,0.9653701782226562
0.047619407975673676,0.685828685760498,0.9815276265144348,0.960791289806366
0.04563682849407196,0.7801046967506409,0.9822278022766113,0.9621785283088684
0.04428716869354248,0.821322500705719,0.982750654220581,0.9556757807731628
0.045821348130702974,0.8920788168907166,0.9822545647621155,0.9537620544433594
0.044089043241739276,0.9259724617004395,0.9829106330871582,0.959618866443634
0.040939832270145415,1.0044199228286743,0.9840663075447083,0.9636929631233215
0.0423156662106514,1.1033073663711548,0.9836116433143616,0.9616470336914062
0.040574329006671905,1.1130262613296509,0.9842458963394165,0.9652633666992188
0.03901738759279251,1.0806928873062134,0.984824538230896,0.9667930603027344
0.038902452677488326,1.0791715383529663,0.9849160313606262,0.9613978266716003
0.037004205214977264,1.0305582284927368,0.9856796860694885,0.9649493098258972
0.03836244343519211,1.0045621395111084,0.9851297736167908,0.9597422480583191
0.03840267487764359,0.9119963049888611,0.9851364493370056,0.9543622136116028
0.03756903749704361,0.8251144886016846,0.985478401184082,0.961920440196991
0.0351616690158844,0.8462876677513123,0.9863703846931458,0.9697685241699219
0.03707694855928421,0.7427704334259033,0.985623836517334,0.9645373225212097
